time_sec,frame_index,event,count_line_id,track_id,class,entry_zone,exit_zone,queue_zone_id,queue_count
294.0,98,class_snapshot,,,truck,,,,4.0
297.0,99,flow_cross,W_in,134.0,truck,,,,
297.0,99,queue_snapshot,,,,,,E_queue,0.0
297.0,99,queue_snapshot,,,,,,N_queue,0.0
297.0,99,queue_snapshot,,,,,,W_queue,0.0
297.0,99,class_snapshot,,,truck,,,,5.0
300.0,100,queue_snapshot,,,,,,E_queue,0.0
300.0,100,queue_snapshot,,,,,,N_queue,0.0
300.0,100,queue_snapshot,,,,,,W_queue,0.0
300.0,100,class_snapshot,,,truck,,,,5.0
300.0,100,class_snapshot,,,car,,,,1.0
